# firn-dom-soak v1 variante=gc
# spalten: t_ms	zyklen	rss_kib	lebende	sammellaeufe	heap_bytes	pause_max_ns
37925	34200000	1364	12	16176	1310720	3046957
38042	34300000	1364	12	16224	1310720	3046957
38156	34400000	1364	10	16271	1310720	3046957
38277	34500000	1364	8	16318	1310720	3046957
38395	34600000	1364	12	16365	1310720	3046957
38512	34700000	1364	12	16413	1310720	3046957
38627	34800000	1364	10	16460	1310720	3046957
38740	34900000	1364	8	16507	1310720	3046957
38853	35000000	1364	7	16555	1310720	3046957
38966	35100000	1364	12	16602	1310720	3046957
39082	35200000	1364	10	16649	1310720	3046957
39198	35300000	1364	9	16697	1310720	3046957
39313	35400000	1364	7	16744	1310720	3046957
39435	35500000	1364	12	16791	1310720	3046957
39552	35600000	1364	10	16838	1310720	3046957
39671	35700000	1364	9	16886	1310720	3046957
39785	35800000	1364	7	16933	1310720	3046957
39900	35900000	1364	12	16980	1310720	3046957
40017	36000000	1364	11	17028	1310720	3046957
40133	36100000	1364	9	17075	1310720	3046957
40251	36200000	1364	7	17122	1310720	3046957
40366	36300000	1364	12	17170	1310720	3046957
40485	36400000	1364	11	17217	1310720	3046957
40602	36500000	1364	9	17264	1310720	3046957
40717	36600000	1364	7	17311	1310720	3046957
40832	36700000	1364	12	17359	1310720	3046957
40945	36800000	1364	11	17406	1310720	3046957
41056	36900000	1364	9	17453	1310720	3046957
41168	37000000	1364	8	17501	1310720	3046957
41282	37100000	1364	12	17548	1310720	3046957
41395	37200000	1364	11	17595	1310720	3046957
41509	37300000	1364	10	17643	1310720	3046957
41622	37400000	1364	8	17690	1310720	3046957
41738	37500000	1364	12	17737	1310720	3046957
41858	37600000	1364	11	17784	1310720	3046957
41978	37700000	1364	10	17832	1310720	3046957
42092	37800000	1364	8	17879	1310720	3046957
42208	37900000	1364	12	17926	1310720	3046957
42324	38000000	1364	12	17974	1310720	3046957
42442	38100000	1364	10	18021	1310720	3046957
42559	38200000	1364	8	18068	1310720	3046957
42674	38300000	1364	7	18116	1310720	3046957
42788	38400000	1364	12	18163	1310720	3046957
42902	38500000	1364	10	18210	1310720	3046957
43016	38600000	1364	8	18257	1310720	3046957
43129	38700000	1364	7	18305	1310720	3046957
43244	38800000	1364	12	18352	1310720	3046957
43355	38900000	1364	10	18399	1310720	3046957
43473	39000000	1364	9	18447	1310720	3046957
43590	39100000	1364	7	18494	1310720	3046957
43706	39200000	1364	12	18541	1310720	3046957
43821	39300000	1364	11	18589	1310720	3046957
43937	39400000	1364	9	18636	1310720	3046957
44053	39500000	1364	7	18683	1310720	3046957
44168	39600000	1364	12	18730	1310720	3046957
44286	39700000	1364	11	18778	1310720	3046957
44401	39800000	1364	9	18825	1310720	3046957
44519	39900000	1364	7	18872	1310720	3046957
44634	40000000	1364	12	18920	1310720	3046957
44753	40100000	1364	11	18967	1310720	3046957
44873	40200000	1364	9	19014	1310720	3046957
44995	40300000	1364	8	19062	1310720	3046957
45112	40400000	1364	12	19109	1310720	3046957
45230	40500000	1364	11	19156	1310720	3046957
45347	40600000	1364	10	19204	1310720	3046957
45461	40700000	1364	8	19251	1310720	3046957
45576	40800000	1364	12	19298	1310720	3046957
45694	40900000	1364	11	19345	1310720	3046957
45813	41000000	1364	10	19393	1310720	3046957
45926	41100000	1364	8	19440	1310720	3046957
46038	41200000	1364	12	19487	1310720	3046957
46151	41300000	1364	12	19535	1310720	3046957
46263	41400000	1364	10	19582	1310720	3046957
46378	41500000	1364	8	19629	1310720	3046957
46497	41600000	1364	7	19677	1310720	3046957
46613	41700000	1364	12	19724	1310720	3046957
46730	41800000	1364	10	19771	1310720	3046957
46843	41900000	1364	8	19818	1310720	3046957
46962	42000000	1364	7	19866	1310720	3046957
47082	42100000	1364	12	19913	1310720	3046957
47202	42200000	1364	10	19960	1310720	3046957
47323	42300000	1364	9	20008	1310720	3046957
47442	42400000	1364	7	20055	1310720	3046957
47559	42500000	1364	12	20102	1310720	3046957
47680	42600000	1364	11	20150	1310720	3046957
47800	42700000	1364	9	20197	1310720	3046957
47913	42800000	1364	7	20244	1310720	3046957
48029	42900000	1364	12	20291	1310720	3046957
48141	43000000	1364	11	20339	1310720	3046957
48259	43100000	1364	9	20386	1310720	3046957
48375	43200000	1364	7	20433	1310720	3046957
48494	43300000	1364	12	20481	1310720	3046957
48611	43400000	1364	11	20528	1310720	3046957
48724	43500000	1364	9	20575	1310720	3046957
48837	43600000	1364	8	20623	1310720	3046957
48950	43700000	1364	12	20670	1310720	3046957
49066	43800000	1364	11	20717	1310720	3046957
49182	43900000	1364	9	20764	1310720	3046957
49297	44000000	1364	8	20812	1310720	3046957
49408	44100000	1364	12	20859	1310720	3046957
49521	44200000	1364	11	20906	1310720	3046957
49644	44300000	1364	10	20954	1310720	3046957
49759	44400000	1364	8	21001	1310720	3046957
49874	44500000	1364	12	21048	1310720	3046957
49987	44600000	1364	12	21096	1310720	3046957
50101	44700000	1364	10	21143	1310720	3046957
50216	44800000	1364	8	21190	1310720	3046957
50331	44900000	1364	12	21237	1310720	3046957
50449	45000000	1364	12	21285	1310720	3046957
50562	45100000	1364	10	21332	1310720	3046957
50678	45200000	1364	8	21379	1310720	3046957
50791	45300000	1364	7	21427	1310720	3046957
50905	45400000	1364	12	21474	1310720	3046957
51017	45500000	1364	10	21521	1310720	3046957
51134	45600000	1364	9	21569	1310720	3046957
51250	45700000	1364	7	21616	1310720	3046957
51366	45800000	1364	12	21663	1310720	3046957
51485	45900000	1364	10	21710	1310720	3046957
51602	46000000	1364	9	21758	1310720	3046957
51720	46100000	1364	7	21805	1310720	3046957
51840	46200000	1364	12	21852	1310720	3046957
51956	46300000	1364	11	21900	1310720	3046957
52072	46400000	1364	9	21947	1310720	3046957
52190	46500000	1364	7	21994	1310720	3046957
52309	46600000	1364	12	22042	1310720	3046957
52429	46700000	1364	11	22089	1310720	3046957
52545	46800000	1364	9	22136	1310720	3046957
52662	46900000	1364	7	22183	1310720	3046957
52777	47000000	1364	12	22231	1310720	3046957
52896	47100000	1364	11	22278	1310720	3046957
53011	47200000	1364	9	22325	1310720	3046957
53128	47300000	1364	8	22373	1310720	3046957
53247	47400000	1364	12	22420	1310720	3046957
53361	47500000	1364	11	22467	1310720	3046957
53478	47600000	1364	10	22515	1310720	3046957
53591	47700000	1364	8	22562	1310720	3046957
53709	47800000	1364	12	22609	1310720	3046957
53824	47900000	1364	11	22656	1310720	3046957
53939	48000000	1364	10	22704	1310720	3046957
54053	48100000	1364	8	22751	1310720	3046957
54169	48200000	1364	12	22798	1310720	3046957
54287	48300000	1364	12	22846	1310720	3046957
54403	48400000	1364	10	22893	1310720	3046957
54516	48500000	1364	8	22940	1310720	3046957
54634	48600000	1364	7	22988	1310720	3046957
54750	48700000	1364	12	23035	1310720	3046957
54866	48800000	1364	10	23082	1310720	3046957
54984	48900000	1364	8	23129	1310720	3046957
55101	49000000	1364	7	23177	1310720	3046957
55220	49100000	1364	12	23224	1310720	3046957
55337	49200000	1364	10	23271	1310720	3046957
55455	49300000	1364	9	23319	1310720	3046957
55567	49400000	1364	7	23366	1310720	3046957
55683	49500000	1364	12	23413	1310720	3046957
55797	49600000	1364	11	23461	1310720	3046957
55912	49700000	1364	9	23508	1310720	3046957
56026	49800000	1364	7	23555	1310720	3046957
56146	49900000	1364	12	23602	1310720	3046957
56260	50000000	1364	11	23650	1310720	3046957
56375	50100000	1364	9	23697	1310720	3046957
56487	50200000	1364	7	23744	1310720	3046957
56603	50300000	1364	12	23792	1310720	3046957
56722	50400000	1364	11	23839	1310720	3046957
56838	50500000	1364	9	23886	1310720	3046957
56953	50600000	1364	8	23934	1310720	3046957
57074	50700000	1364	12	23981	1310720	3046957
57189	50800000	1364	11	24028	1310720	3046957
57306	50900000	1364	9	24075	1310720	3046957
57421	51000000	1364	8	24123	1310720	3046957
57538	51100000	1364	12	24170	1310720	3046957
57656	51200000	1364	11	24217	1310720	3046957
57771	51300000	1364	10	24265	1310720	3046957
57888	51400000	1364	8	24312	1310720	3046957
57999	51500000	1364	12	24359	1310720	3046957
58112	51600000	1364	12	24407	1310720	3046957
58229	51700000	1364	10	24454	1310720	3046957
58347	51800000	1364	8	24501	1310720	3046957
58458	51900000	1364	12	24548	1310720	3046957
58569	52000000	1364	12	24596	1310720	3046957
58683	52100000	1364	10	24643	1310720	3046957
58792	52200000	1364	8	24690	1310720	3046957
58904	52300000	1364	7	24738	1310720	3046957
59014	52400000	1364	12	24785	1310720	3046957
59128	52500000	1364	10	24832	1310720	3046957
59242	52600000	1364	9	24880	1310720	3046957
59351	52700000	1364	7	24927	1310720	3046957
59461	52800000	1364	12	24974	1310720	3046957
59577	52900000	1364	10	25021	1310720	3046957
59692	53000000	1364	9	25069	1310720	3046957
59804	53100000	1364	7	25116	1310720	3046957
59917	53200000	1364	12	25163	1310720	3046957
60028	53300000	1364	11	25211	1310720	3046957
60141	53400000	1364	9	25258	1310720	3046957
60251	53500000	1364	7	25305	1310720	3046957
60364	53600000	1364	12	25353	1310720	3046957
60477	53700000	1364	11	25400	1310720	3046957
60590	53800000	1364	9	25447	1310720	3046957
60701	53900000	1364	7	25494	1310720	3046957
60813	54000000	1364	12	25542	1310720	3046957
60926	54100000	1364	11	25589	1310720	3046957
61037	54200000	1364	9	25636	1310720	3046957
61152	54300000	1364	8	25684	1310720	3046957
61266	54400000	1364	12	25731	1310720	3046957
