# firn-gc-frag v1 mode=0 (0=replace/flat, 1=keep/must grow)
# columns: t_ms rounds rss_kib live heap_bytes live_bytes collections pause_ns_max asked
1770496	31648500	16196	2088	16441344	4957088	50796	129590264	123017377544
1773112	31698500	3428	1978	3371008	377504	50877	129590264	123213147752
1775724	31748500	17552	2083	17829888	5023632	50956	129590264	123405208448
1778256	31798500	2568	1965	2486272	364240	51038	129590264	123602151160
1780670	31848500	16104	2083	16347136	5122000	51118	129590264	123795641168
1783056	31898500	2956	1966	2887680	356032	51200	129590264	123991585960
1785428	31948500	18992	2087	19304448	5231344	51279	129590264	124182969416
1787895	31998500	3764	1969	3715072	380624	51361	129590264	124378776832
1790238	32048500	15556	2083	15785984	5080624	51442	129590264	124572151680
1792587	32098500	4488	1982	4456448	399264	51522	129590264	124768496504
1795006	32148500	18616	2081	18919424	5337616	51602	129590264	124960370472
1797567	32198500	3300	1969	3239936	357232	51683	129590264	125155268768
1799929	32248500	15196	2085	15417344	5049968	51764	129590264	125347831104
1802449	32298500	4012	1976	3969024	359520	51845	129590264	125543871968
1806033	32348500	19168	2085	19484672	5162256	51924	129590264	125735777288
1809659	32398500	2588	1972	2506752	358656	52005	129590264	125931722176
1817793	32448500	15412	2078	15638528	4974688	52085	129590264	126124019912
1822931	32498500	3544	1973	3489792	379312	52166	129590264	126319540352
1826612	32548500	16584	2087	16838656	4975440	52246	129590264	126512455888
1829267	32598500	3392	1980	3334144	367200	52327	129590264	126709822832
1831874	32648500	19496	2087	19820544	5245584	52407	129590264	126904316960
1834597	32698500	4884	1980	4861952	398432	52487	129590264	127099819992
1837396	32748500	16144	2090	16388096	4940352	52567	129590264	127293410336
1839995	32798500	2584	1976	2502656	365792	52648	129590264	127488790584
1842585	32848500	16172	2085	16416768	5034352	52728	129590264	127681654792
1845254	32898500	3824	1977	3776512	345968	52809	129590264	127877359992
1847733	32948500	18276	2089	18571264	5128944	52889	129590264	128070106904
1851225	32998500	3292	1970	3227648	356640	52970	129590264	128266828888
1855078	33048500	20480	2081	20828160	5304240	53049	129590264	128458498808
1858229	33098500	4060	1987	4018176	372368	53130	129590264	128654575648
1860782	33148500	17552	2083	17829888	5057968	53210	129590264	128847238696
1863375	33198500	3932	1979	3883008	376144	53290	129590264	129042912360
1865947	33248500	20788	2082	21143552	5268288	53369	129590264	129234699752
1868750	33298500	2864	1966	2793472	353632	53450	129590264	129428822232
1871335	33348500	14896	2081	15110144	4972048	53530	129590264	129620677384
1873838	33398500	3004	1974	2932736	354336	53611	129590264	129816380824
1876318	33448500	15876	2058	16113664	4928512	53691	129590264	130008927872
1878898	33498500	3032	1961	2961408	349424	53772	129590264	130205482880
1881294	33548500	18532	2080	18833408	5269120	53851	129590264	130397487432
1883692	33598500	4608	1981	4579328	399376	53932	129590264	130592857080
1886178	33648500	18744	2078	19050496	5264448	54012	129590264	130784003400
1888653	33698500	3828	1968	3780608	364352	54092	129590264	130979458168
1891041	33748500	15144	2083	15364096	5123568	54172	129590264	131171645584
1893483	33798500	2600	1968	2519040	366528	54253	129590264	131367787632
1895832	33848500	20528	2085	20877312	5283184	54332	129590264	131560319208
1898213	33898500	2928	1968	2859008	348512	54414	129590264	131756496448
1900582	33948500	15092	2096	15310848	4965312	54495	129590264	131950094312
1902916	33998500	4228	1980	4190208	374912	54576	129590264	132146223040
